name,categories,city,state,postalCode,latitude,longitude
Hardee's,Fast Food Restaurant,Richmond,VA,23230,37.585167,-77.496783
Hardee's,Fast Food Restaurant,Roanoke,VA,24017,37.303452,-79.983783
Hardee's,Fast Food Restaurant,Portsmouth,VA,23704,36.836845000000004,-76.308136
Hardee's,Fast Food Restaurant,Pulaski,VA,24301,37.048369,-80.759749
Hardee's,Fast Food Restaurants,Norfolk,VA,23505,36.929187,-76.317875
Hardee's,Fast Food Restaurant,Newport News,VA,23608,37.131199,-76.532961
Hardee's,Fast Food Restaurant,Lynchburg,VA,24502,37.365812,-79.172249
Hardee's,Fast Food Restaurant,Lawrenceville,VA,23868,36.752234,-77.852597
Hardee's,Fast Food Restaurant,Lynchburg,VA,24501,37.412957,-79.173991
Port of Subs,Fast Food Restaurant,Meridian,ID,83642,43.590779,-116.365124
Port of Subs,Fast Food,Las Vegas,NV,89103,36.121721,-115.243007
Port of Subs,Fast Food,Las Vegas,NV,89128,36.1991,-115.281057
Port of Subs,Fast Food,Las Vegas,NV,89117,36.14391,-115.295979
Port of Subs,Fast Food Restaurants,Dayton,NV,89403,39.237101,-119.58641000000001
Taco Bell,Fast Food Restaurant,Utica,MI,48315,42.62877,-82.993912
Taco Bell,Fast Food Restaurants,Ann Arbor,MI,48108,42.230907,-83.739813
Taco Bell,Fast Food Restaurants,Bakersfield,CA,93312,35.398432,-119.10936399999999
Dairy Queen,Fast Food Restaurants,Portage,IN,46368,41.575922999999996,-87.17319599999999
Dairy Queen,Fast Food Restaurant,Evansville,IN,47711,38.040812,-87.540047
Dairy Queen,Ice Cream Shop and Fast Food Restaurant Christian Park,Indianapolis,IN,46201,39.760374,-86.101163
Dairy Queen,Fast Food Restaurant and Ice Cream Shop,Mishawaka,IN,46544,41.66294,-86.12615
Dairy Queen,Fast Food Restaurant,Evansville,IN,47712,37.977571000000005,-87.634586
Dairy Queen,Fast Food Restaurants,North Manchester,IN,46962,41.016467999999996,-85.759674
Dairy Queen,Fast Food Restaurants,New Albany,IN,47150,38.346607,-85.797911
Taco Bell,Fast Food Restaurant,Wayne,MI,48184,42.283657,-83.36389799999999
Dairy Queen,Fast Food Restaurants,Mattoon,IL,61938,39.481538,-88.36445400000001
Dairy Queen,Fast Food,Chicago,IL,60634,41.953301,-87.767849
Dairy Queen,Fast Food Restaurant,El Paso,IL,61738,40.737017,-89.026139
Dairy Queen,Fast Food Restaurant,Mahomet,IL,61853,40.191908000000005,-88.401881
McDonald's,Fast Food,Cambridge,MA,02140,42.389162,-71.11789
Milk Street Cafe,Fast Food Restaurants,Boston,MA,02109,42.357,-71.057588
McDonald's,Fast Food Restaurants,Boston,MA,02115,42.338242,-71.106394
Taco Bell,Fast Food Restaurant and Mexican Restaurant,Lincoln Park,MI,48146,42.25059,-83.19532199999999
Taco Bell,Fast Food,Massillon,OH,44646,40.80019,-81.511421
Taco Bell,Fast Food,Kings Mountain,NC,28086,35.231412,-81.332652
Dairy Queen,Fast Food Restaurants,Pekin,IL,61554,40.566695,-89.653915
Dairy Queen,Fast Food Restaurants,Peoria,IL,61614,40.738856,-89.602672
Pei Wei,Fast Food Restaurant,Gilbert,AZ,85296,33.334671,-111.79003200000001
Dairy Queen,Fast Food Restaurant,Petersburg,IL,62675,40.008448,-89.84830799999999
Dairy Queen,Fast Food Restaurants,Decatur,IL,62521,39.819918,-88.883699
Dairy Queen,Fast Food Restaurants,Cary,IL,60013,42.219046999999996,-88.258381
Dairy Queen,Fast Food Restaurants,Monmouth,IL,61462,40.914208,-90.648196
Dairy Queen,Fast Food Restaurant,Marion,IL,62959,37.740922999999995,-88.92539599999999
Dairy Queen,Fast Food Restaurants,Marion,IL,62959,37.740922999999995,-88.92539599999999
W.G. Grinders,Fast Food Restaurants,Columbus,OH,43212,39.987216,-83.04453199999999
Foster's Freeze,"Ice Cream Shop, Fast Food Restaurant, and Burger Joint",Los Angeles,CA,90041,34.136803,-118.215193
Caseys Carry Out Pizza,Fast Food,Polo,IL,61064,41.986872,-89.578918
Tastee Freez,Fast Food Restaurants,McAlester,OK,74501,34.931259999999995,-95.763988
