name,categories,city,state,postalCode,latitude,longitude,region
90 Miles Cuban Cafe,Ethnic,Chicago,IL,60618,41.937897,-87.685781,Midwest
A's Ace Burgers,Burger,Dana Point,CA,92629,33.4645,-117.6845,West
A&W/Long John Silvers,Seafood,Belle Vernon,PA,15012,40.136482,-79.84281999999999,Northeast
Abruzzi Pizza,Pizza,Brookhaven,PA,19015,39.87257,-75.38722,Northeast
Acropolis Gyro Palace,Ethnic,Columbus,OH,43214,40.071324,-83.018535,Midwest
Adobe Cantina Salsa,Ethnic,Hammond,LA,70401,30.501009999999997,-90.48098,South
All About Burger,Burger,Arlington,VA,22201,38.88365,-77.099486,South
Ameci Pizza & Pasta,Pizza,Agoura Hills,CA,91301,34.15483,-118.78855,West
Andy's Frozen Custard,Snack,Springfield,MO,65804,37.1808,-93.2316,Midwest
Andy's Frozen Custard,Snack,Kansas City,MO,64111,39.05024,-94.6013,Midwest
Andy's Frozen Custard,Snack,Tyler,TX,75703,32.28309,-95.30488000000001,South
Angelina's Pizza,Pizza,Olmsted Falls,OH,44138,41.37338,-81.90162,Midwest
Ani's Chicken,Chicken,Montebello,CA,90640,34.018116,-118.1053,West
Arby's,Sandwich,Pigeon Forge,TN,37863,35.782339,-83.551408,South
Arby's,Sandwich,Chula Vista,CA,91915,32.646857000000004,-116.967527,West
Arby's,Sandwich,Brooksville,FL,34613,28.534187,-82.516103,South
Arby's,Sandwich,Estero,FL,33928,26.432003,-81.789408,South
Arby's,Sandwich,Dover,DE,19904,39.158375,-75.550267,South
Arby's,Sandwich,Dover,DE,19904,39.158375,-75.550267,South
Arby's,Sandwich,Aurora,CO,80012,39.697205,-104.82432299999999,West
Arby's,Sandwich,Clarksville,TN,37040,36.594351,-87.287425,South
Arby's,Sandwich,Brookings,SD,57006,44.31095,-96.77414,Midwest
Arby's,Sandwich,Brookings,SD,57006,44.31095,-96.77414,Midwest
Arby's,Sandwich,Cody,WY,82414,44.516059999999996,-109.08971000000001,West
Arby's,Sandwich,Collierville,TN,38017,35.045609999999996,-89.6942,South
Arby's,Sandwich,Casper,WY,82604,42.82804,-106.354802,West
Arby's,Sandwich,Cordova,TN,38016,35.175914,-89.792333,South
Arby's,Sandwich,Defiance,OH,43512,41.303027,-84.36127900000001,Midwest
Arby's,Sandwich,Aberdeen,SD,57401,45.459587,-98.469823,Midwest
Arby's,Sandwich,Blountville,TN,37617,36.541865,-82.33235,South
Arby's,Sandwich,Blountville,TN,37617,36.541865,-82.33235,South
Arby's,Sandwich,Christiansburg,VA,24073,37.166086,-80.422225,South
Arby's,Sandwich,El Paso,TX,79924,31.88498,-106.41861200000001,South
Arby's,Sandwich,Burleson,TX,76028,32.563248,-97.322393,South
Arby's,Sandwich,Abilene,TX,79606,32.405234,-99.764985,South
Arby's,Sandwich,Chestertown,MD,21620,39.224652,-76.06993,South
Arby's,Sandwich,Chestertown,MD,21620,39.224652,-76.06993,South
Arby's,Sandwich,Orlando,FL,32809,28.440040000000003,-81.4037,South
Arby's,Sandwich,Fairless Hills,PA,19030,40.169035,-74.849233,Northeast
Arby's,Sandwich,Fairless Hills,PA,19030,40.169035,-74.849233,Northeast
Arby's,Sandwich,Ephrata,PA,17522,40.164651,-76.154297,Northeast
Arby's,Sandwich,Abingdon,VA,24210,36.705143,-81.974501,South
Arby's,Sandwich,Abingdon,VA,24210,36.705143,-81.974501,South
Arby's,Sandwich,Erie,PA,16509,42.092031,-80.084087,Northeast
Arby's,Sandwich,Erie,PA,16504,42.108354999999996,-80.050799,Northeast
Arby's,Sandwich,Crawfordsville,IN,47933,40.021575,-86.90334399999999,Midwest
Arby's,Sandwich,Gaffney,SC,29341,35.077732,-81.70352700000001,South
Arby's,Sandwich,Florissant,MO,63033,38.8067,-90.297975,Midwest
Arby's,Sandwich,Florence,SC,29501,34.188759999999995,-79.82401999999999,South
Arby's,Sandwich,Florence,SC,29505,34.166512,-79.763886,South
Arby's,Sandwich,Alpena,MI,49707,45.044076000000004,-83.456928,Midwest
Arby's,Sandwich,Baton Rouge,LA,70809,30.390990000000002,-91.06156,South
Arby's,Sandwich,Albert Lea,MN,56007,43.684267,-93.359575,Midwest
Arby's,Sandwich,Lexington,NC,27292,35.826728,-80.249726,South
Arby's,Sandwich,DeKalb,IL,60115,41.948496999999996,-88.729428,Midwest
Arby's,Sandwich,Mount Pleasant,MI,48858,43.590028000000004,-84.768477,Midwest
Arby's,Sandwich,Flint,MI,48507,42.945527,-83.69153,Midwest
Arby's,Sandwich,Cadillac,MI,49601,44.275721000000004,-85.406141,Midwest
Arby's,Sandwich,Grand Rapids,MI,49544,43.009426,-85.689161,Midwest
Arby's,Sandwich,Wyoming,MI,49509,42.884654,-85.683497,Midwest
Arby's,Sandwich,Grand Rapids,MI,49512,42.912151,-85.59357299999999,Midwest
Arby's,Sandwich,Grand Rapids,MI,49505,42.984058000000005,-85.638407,Midwest
Arby's,Sandwich,Grandville,MI,49418,42.905049,-85.776885,Midwest
Arby's,Sandwich,Holland,MI,49423,42.755541,-86.11581,Midwest
Arby's,Sandwich,Hillsdale,MI,49242,41.938054,-84.644247,Midwest
Arby's,Sandwich,Lowell,MI,49331,42.931488,-85.362962,Midwest
Arby's,Sandwich,Jackson,MI,49202,42.261453,-84.423763,Midwest
Arby's,Sandwich,Plainwell,MI,49080,42.450431,-85.663248,Midwest
Arby's,Sandwich,Plainwell,MI,49080,42.450431,-85.663248,Midwest
Arby's,Sandwich,Marshall,MI,49068,42.272194,-84.983336,Midwest
Arby's,Sandwich,Portage,MI,49024,42.194115999999994,-85.597792,Midwest
Arby's,Sandwich,Kalamazoo,MI,49001,42.261765999999994,-85.53267,Midwest
Arby's,Sandwich,Lansing,MI,48911,42.669926000000004,-84.543872,Midwest
Arby's,Sandwich,Saint Johns,MI,48879,42.988532,-84.54214300000001,Midwest
Arby's,Sandwich,Bridgeport,MI,48722,43.352851,-83.870496,Midwest
Arby's,Sandwich,Midland,MI,48642,43.661823,-84.24771199999999,Midwest
Arby's,Sandwich,West Branch,MI,48661,44.251953,-84.22620500000001,Midwest
Arby's,Sandwich,Clare,MI,48617,43.840219,-84.767504,Midwest
Arby's,Sandwich,Houghton Lake,MI,48629,44.299003000000006,-84.712048,Midwest
Arby's,Sandwich,Lapeer,MI,48446,43.041955,-83.32014000000001,Midwest
Arby's,Sandwich,Davison,MI,48423,43.019622,-83.518344,Midwest
Arby's,Sandwich,Grand Blanc,MI,48439,42.894241,-83.63318199999999,Midwest
Arby's,Sandwich,Effingham,IL,62401,39.140232,-88.56615,Midwest
Arby's,Sandwich,Canton,OH,44707,40.769806,-81.385882,Midwest
Arby's,Sandwich,Canton,OH,44708,40.795141,-81.431983,Midwest
Arby's,Sandwich,Blue Ridge,GA,30513,34.872640000000004,-84.32539,South
Arby's,Sandwich,Blue Ridge,GA,30513,34.872640000000004,-84.32539,South
Arby's,Sandwich,Acworth,GA,30101,34.0344,-84.68075,South
Arby's,Sandwich,Dodge City,KS,67801,37.752962,-100.025416,Midwest
Arby's,Sandwich,Dodge City,KS,67801,37.752962,-100.025416,Midwest
Arby's,Sandwich,Coeur d'Alene,ID,83814,47.700486,-116.795134,West
Arby's,Sandwich,Coeur d'Alene,ID,83814,47.700486,-116.795134,West
Arby's,Sandwich,Hialeah,FL,33012,25.85236,-80.319439,South
Arby's,Sandwich,Gainesville,FL,32608,29.637631,-82.338916,South
Arby's,Sandwich,Winter Springs,FL,32708,28.650647999999997,-81.269726,South
Arby's,Sandwich,Crestview,FL,32536,30.7873,-86.55969,South
Arby's,Sandwich,Farmington,MI,48334,42.500184000000004,-83.357749,Midwest
Arby's,Sandwich,Gilroy,CA,95020,37.00287,-121.55096999999999,West
Arby's,Sandwich,Hamilton,OH,45011,39.390724,-84.512034,Midwest
Arby's,Sandwich,Ermine,KY,41815,37.123476000000004,-82.782979,South
Arby's,Sandwich,Maysville,KY,41056,38.635851,-83.79123299999999,South
Arby's,Sandwich,South Williamson,KY,41503,37.654201,-82.272153,South
Arby's,Sandwich,Macomb,MI,48044,42.629748,-82.914552,Midwest
Arby's,Sandwich,Oacoma,SD,57365,43.803191999999996,-99.394397,Midwest
Arby's,Sandwich,Manchester,NH,3103,42.956835999999996,-71.43178499999999,Northeast
Arby's,Sandwich,Broken Bow,OK,74728,34.019276,-94.739067,South
Arby's,Sandwich,Frackville,PA,17931,40.768785,-76.223857,Northeast
Arby's,Sandwich,Medford,OR,97501,42.313247,-122.860231,West
Arby's,Sandwich,Sayre,PA,18840,41.981524,-76.543623,Northeast
Arby's,Sandwich,Dublin,VA,24084,37.084733,-80.69031600000001,South
Arby's,Sandwich,Gordonsville,VA,22942,37.979246999999994,-78.210747,South
Arby's,Sandwich,Tucson,AZ,85739,32.502841,-110.92548300000001,West
Arby's,Sandwich,Hamilton,OH,45013,39.423607000000004,-84.584287,Midwest
Arby's,Sandwich,Milford,OH,45150,39.191253,-84.254849,Midwest
Arby's,Sandwich,Cincinnati,OH,45211,39.145862,-84.625642,Midwest
Arby's,Sandwich,Cincinnati,OH,45231,39.225035999999996,-84.516375,Midwest
Arby's,Sandwich,Middletown,OH,45042,39.500007000000004,-84.350646,Midwest
Arby's,Sandwich,Mason,OH,45040,39.357377,-84.26839,Midwest
Arby's,Sandwich,Hot Springs National Park,AR,71913,34.490828,-93.087125,South
Arby's,Sandwich,Albuquerque,NM,87113,35.175602000000005,-106.592743,West
Arby's,Sandwich,Shepherdsville,KY,40165,37.989576,-85.708683,South
Arby's,Sandwich,McMinnville,OR,97128,45.229440000000004,-123.17132600000001,West
Arby's,Sandwich,Union,MO,63084,38.431621,-90.971016,Midwest
Arby's,Sandwich,Saint Cloud,MN,56301,45.563438,-94.142246,Midwest
Arby's,Sandwich,Thief River Falls,MN,56701,48.119546,-96.184237,Midwest
Arby's,Sandwich,Worthington,MN,56187,43.63511,-95.59441600000001,Midwest
Arby's,Sandwich,Mankato,MN,56001,44.166422,-93.950449,Midwest
Arby's,Sandwich,Rochester,MN,55902,44.006546,-92.475045,Midwest
Arby's,Sandwich,Minneapolis,MN,55449,45.15777,-93.23415200000001,Midwest
Arby's,Sandwich,Minneapolis,MN,55433,45.196940999999995,-93.35238100000001,Midwest
Arby's,Sandwich,Minneapolis,MN,55420,44.835821,-93.289168,Midwest
Arby's,Sandwich,Minneapolis,MN,55416,44.965776,-93.349947,Midwest
Arby's,Sandwich,Osseo,MN,55369,45.0977,-93.44775200000001,Midwest
Arby's,Sandwich,Shakopee,MN,55379,44.776371000000005,-93.41555,Midwest
Arby's,Sandwich,Saint Paul,MN,55124,44.728567,-93.218517,Midwest
Arby's,Sandwich,Saint Paul,MN,55116,44.921734,-93.16668100000001,Midwest
Arby's,Sandwich,Faribault,MN,55021,44.293146,-93.289314,Midwest
Arby's,Sandwich,Saint Paul,MN,55109,45.035373,-93.01816099999999,Midwest
Arby's,Sandwich,Lindstrom,MN,55045,45.391838,-92.854527,Midwest
Arby's,Sandwich,Cambridge,MN,55008,45.572165999999996,-93.194886,Midwest
Arby's,Sandwich,Canoga Park,CA,91303,34.19788,-118.606399,West
Arby's,Sandwich,Brea,CA,92821,33.911434,-117.865544,West
Arby's,Sandwich,Jamestown,ND,58401,46.88957,-98.71822,West
Arby's,Sandwich,Eloy,AZ,85131,32.806598,-111.67188999999999,West
Arby's,Sandwich,Bryant,AR,72022,34.621132,-92.498826,South
Arby's,Sandwich,Livingston,TN,38570,36.376645,-85.338262,South
Arby's,Sandwich,Knoxville,TN,37918,36.027337,-83.928196,South
Arby's,Sandwich,Knoxville,TN,37934,35.904871,-84.142712,South
Arby's,Sandwich,Knoxville,TN,37921,36.004298999999996,-84.019892,South
Arby's,Sandwich,Mount Juliet,TN,37122,36.174746999999996,-86.5126,South
Arby's,Sandwich,Jonesborough,TN,37659,36.300038,-82.46906800000001,South
Arby's,Sandwich,Jackson,TN,38305,35.657745,-88.850925,South
Arby's,Sandwich,Jackson,TN,38305,35.681656,-88.856849,South
Arby's,Sandwich,Hixson,TN,37343,35.199009000000004,-85.16108,South
Arby's,Sandwich,Hixson,TN,37343,35.199009000000004,-85.16108,South
Arby's,Sandwich,Greeneville,TN,37743,36.170171,-82.819643,South
Arby's,Sandwich,Greeneville,TN,37743,36.170171,-82.819643,South
Arby's,Sandwich,Dickson,TN,37055,36.021612,-87.3397,South
Arby's,Sandwich,Columbia,TN,38401,35.643902000000004,-86.891575,South
Arby's,Sandwich,Chattanooga,TN,37411,35.009665000000005,-85.220524,South
Arby's,Sandwich,Chattanooga,TN,37421,35.040875,-85.152459,South
Arby's,Sandwich,Memphis,TN,38133,35.205193,-89.79549200000001,South
Arby's,Sandwich,Sioux Falls,SD,57104,43.602681,-96.7106,Midwest
Arby's,Sandwich,Rapid City,SD,57703,44.096701,-103.15038,Midwest
Arby's,Sandwich,Summerville,SC,29483,33.023425,-80.172055,South
Arby's,Sandwich,Spartanburg,SC,29302,34.950739,-81.918285,South
Arby's,Sandwich,Midland,TX,79707,32.003568,-102.13701999999999,South
Arby's,Sandwich,Lubbock,TX,79413,33.548206,-101.885068,South
Arby's,Sandwich,Humble,TX,77346,29.998212,-95.18681,South
Arby's,Sandwich,Grapevine,TX,76051,32.927231,-97.087478,South
Arby's,Sandwich,Lake Orion,MI,48360,42.762813,-83.242852,Midwest
Arby's,Sandwich,Lewes,DE,19958,38.749052,-75.166667,South
Arby's,Sandwich,Parker,CO,80134,39.538827000000005,-104.76964100000001,West
Arby's,Sandwich,Denver,CO,80233,39.914334999999994,-104.94128,West
Arby's,Sandwich,Martinsburg,WV,25401,39.481590000000004,-77.957305,South
Arby's,Sandwich,Littleton,CO,80127,39.568734,-105.109425,West
Arby's,Sandwich,Brighton,CO,80601,39.971988,-104.828004,West
Arby's,Sandwich,Brighton,CO,80601,39.971988,-104.828004,West
Arby's,Sandwich,Grantsville,MD,21536,39.692319,-79.10015200000001,South
Arby's,Sandwich,Cleveland,TX,77328,30.35479,-95.091272,South
Arby's,Sandwich,Spring,TX,77386,30.103859999999997,-95.396513,South
Arby's,Sandwich,Port Washington,WI,53074,43.409465000000004,-87.87159399999999,Midwest
Arby's,Sandwich,Rensselaer,IN,47978,40.94148,-87.217484,Midwest
Arby's,Sandwich,Rensselaer,IN,47978,40.94148,-87.217484,Midwest
Arby's,Sandwich,Rensselaer,IN,47978,40.94148,-87.217484,Midwest
Arby's,Sandwich,Marquette,MI,49855,46.550951,-87.455973,Midwest
Arby's,Sandwich,Palm Desert,CA,92260,33.721045000000004,-116.395199,West
Arby's,Sandwich,Wapakoneta,OH,45895,40.560821999999995,-84.172283,Midwest
Arby's,Sandwich,Wadsworth,OH,44281,41.049229,-81.729378,Midwest
Arby's,Sandwich,Whitmore Lake,MI,48189,42.442885,-83.75857099999999,Midwest
Arby's,Sandwich,Rosedale,MD,21237,39.336473,-76.48384399999999,South
Arby's,Sandwich,Monaca,PA,15061,40.671195000000004,-80.31271600000001,Northeast
Arby's,Sandwich,Junction City,KS,66441,39.022217,-96.818939,Midwest
Arby's,Sandwich,Independence,KS,67301,37.227266,-95.707012,Midwest
Arby's,Sandwich,Independence,KS,67301,37.227266,-95.707012,Midwest
Arby's,Sandwich,Tucson,AZ,85741,32.337175,-111.05708999999999,West
Arby's,Sandwich,Tucson,AZ,85746,32.134322999999995,-110.997199,West
Arby's,Sandwich,Tucson,AZ,85746,32.134322999999995,-110.997199,West
Arby's,Sandwich,Taylor,AZ,85939,34.477558,-110.084676,West
Arby's,Sandwich,Scottsdale,AZ,85257,33.466232,-111.92223100000001,West
Arby's,Sandwich,Sierra Vista,AZ,85635,31.555069,-110.278089,West
Arby's,Sandwich,Tucson,AZ,85710,32.207035,-110.837469,West
Arby's,Sandwich,Phoenix,AZ,85018,33.480706,-111.998419,West
Arby's,Sandwich,Phoenix,AZ,85018,33.480706,-111.998419,West
Arby's,Sandwich,Phoenix,AZ,85018,33.480706,-111.998419,West
Arby's,Sandwich,Phoenix,AZ,85040,33.377368,-112.07087299999999,West
Arby's,Sandwich,Mesa,AZ,85209,33.376815,-111.688373,West
Arby's,Sandwich,Mesa,AZ,85209,33.376815,-111.688373,West
Arby's,Sandwich,Lake Havasu City,AZ,86403,34.468086,-114.34030700000001,West
Arby's,Sandwich,Phoenix,AZ,85032,33.600633,-111.980157,West
Arby's,Sandwich,Mesa,AZ,85205,33.416078000000006,-111.68526499999999,West
Arby's,Sandwich,Fountain Hills,AZ,85268,33.568985,-111.70923300000001,West
Arby's,Sandwich,Colorado Springs,CO,80907,38.874678,-104.81535799999999,West
Arby's,Sandwich,Colorado Springs,CO,80909,38.851725,-104.757808,West
Arby's,Sandwich,Englewood,CO,80111,39.596381,-104.88721299999999,West
Arby's,Sandwich,Azusa,CA,91702,34.131646,-117.89585600000001,West
Arby's,Sandwich,Covina,CA,91722,34.088341,-117.90739099999999,West
Arby's,Sandwich,Vallejo,CA,94590,38.116224,-122.255252,West
Arby's,Sandwich,Sacramento,CA,95833,38.625412,-121.498456,West
Arby's,Sandwich,Whiteland,IN,46184,39.551559999999995,-86.044498,Midwest
Arby's,Sandwich,Ruston,LA,71270,32.550723,-92.610384,South
Arby's,Sandwich,Andover,KS,67002,37.678789,-97.134054,Midwest
Arby's,Sandwich,Cloquet,MN,55720,46.712184,-92.46011700000001,Midwest
Arby's,Sandwich,Columbus,OH,43213,39.981207,-82.82238199999999,Midwest
Arby's,Sandwich,Holland,OH,43528,41.611694,-83.701789,Midwest
Arby's,Sandwich,Verona,PA,15147,40.484691,-79.819177,Northeast
Arby's,Sandwich,Goose Creek,SC,29445,33.036137,-80.064236,South
Arby's,Sandwich,Westerville,OH,43082,40.147121000000006,-82.922973,Midwest
Arby's,Sandwich,Morehead City,NC,28557,34.738703,-76.806957,South
Arby's,Sandwich,Harrisburg,PA,17111,40.279585,-76.812669,Northeast
Arby's,Sandwich,Harrisburg,PA,17111,40.279585,-76.812669,Northeast
Arby's,Sandwich,Wooster,OH,44691,40.803141,-81.934837,Midwest
Arby's,Sandwich,Saint Paul,MN,55101,44.948201,-93.092676,Midwest
Arby's,Sandwich,Erie,PA,16506,42.089303,-80.135565,Northeast
Arby's,Sandwich,Hanford,CA,93230,36.328359000000006,-119.65648,West
Arby's,Sandwich,Dacula,GA,30019,34.070523,-83.914291,South
Arby's,Sandwich,Marietta,GA,30064,33.946692999999996,-84.622752,South
Arby's,Sandwich,Fort Lauderdale,FL,33309,26.20309,-80.156324,South
Arby's,Sandwich,Largo,FL,33771,27.893232,-82.72989,South
Arby's,Sandwich,Port Richey,FL,34668,28.309353,-82.69940799999999,South
Arby's,Sandwich,Sebring,FL,33870,27.4684,-81.43803,South
Arby's,Sandwich,Plant City,FL,33563,27.988519,-82.123059,South
Arby's,Sandwich,Tampa,FL,33610,27.996739,-82.390059,South
Arby's,Sandwich,Tampa,FL,33612,28.069531,-82.432806,South
Arby's,Sandwich,Tampa,FL,33612,28.069531,-82.432806,South
Arby's,Sandwich,Plant City,FL,33566,28.034914,-82.105721,South
Arby's,Sandwich,Miami,FL,33162,25.925262,-80.170428,South
Arby's,Sandwich,Miami,FL,33173,25.7002,-80.380116,South
Arby's,Sandwich,West Palm Beach,FL,33415,26.649147999999997,-80.112916,South
Arby's,Sandwich,Rockford,IL,61112,42.241611999999996,-88.976863,Midwest
Arby's,Sandwich,Niles,IL,60714,42.040539,-87.801283,Midwest
Arby's,Sandwich,Niles,IL,60714,42.040539,-87.801283,Midwest
Arby's,Sandwich,Minooka,IL,60447,41.460683,-88.272479,Midwest
Arby's,Sandwich,Moline,IL,61265,41.467888,-90.506268,Midwest
Arby's,Sandwich,Litchfield,IL,62056,39.176742,-89.675725,Midwest
Arby's,Sandwich,Litchfield,IL,62056,39.176742,-89.675725,Midwest
Arby's,Sandwich,Grayslake,IL,60030,42.339357,-88.000874,Midwest
Arby's,Sandwich,Godfrey,IL,62035,38.946371,-90.190288,Midwest
Arby's,Sandwich,Dwight,IL,60420,41.112431,-88.41453800000001,Midwest
Arby's,Sandwich,Decatur,IL,62524,39.901745,-88.95456999999999,Midwest
Arby's,Sandwich,Danville,IL,61832,40.174634999999995,-87.630925,Midwest
Arby's,Sandwich,Winamac,IN,46996,41.060807000000004,-86.60305600000001,Midwest
Arby's,Sandwich,Winchester,IN,47394,40.172474,-84.964967,Midwest
Arby's,Sandwich,Warsaw,IN,46580,41.234134000000005,-85.807519,Midwest
Arby's,Sandwich,Vincennes,IN,47591,38.65964,-87.508875,Midwest
Arby's,Sandwich,Noblesville,IN,46060,40.043401,-85.995922,Midwest
Arby's,Sandwich,New Albany,IN,47150,38.316862,-85.803628,Midwest
Arby's,Sandwich,New Albany,IN,47150,38.339995,-85.816009,Midwest
Arby's,Sandwich,New Albany,IN,47150,38.339995,-85.816009,Midwest
Arby's,Sandwich,Monticello,IN,47960,40.75538,-86.764676,Midwest
Arby's,Sandwich,Logansport,IN,46947,40.751321000000004,-86.374889,Midwest
Arby's,Sandwich,Marion,IN,46952,40.569524,-85.676413,Midwest
Arby's,Sandwich,Marion,IN,46953,40.543079,-85.674315,Midwest
Arby's,Sandwich,Madison,IN,47250,38.771439,-85.414048,Midwest
Arby's,Sandwich,Lawrenceburg,IN,47025,39.085715,-84.879761,Midwest
Arby's,Sandwich,Lafayette,IN,47905,40.394804,-86.855048,Midwest
Arby's,Sandwich,Kokomo,IN,46901,40.505337,-86.11204599999999,Midwest
Arby's,Sandwich,Kokomo,IN,46901,40.505337,-86.11204599999999,Midwest
Arby's,Sandwich,Kokomo,IN,46902,40.431573,-86.12656899999999,Midwest
Arby's,Sandwich,Jasper,IN,47546,38.424282,-86.938409,Midwest
Arby's,Sandwich,Indianapolis,IN,46203,39.695671000000004,-86.081916,Midwest
Arby's,Sandwich,Indianapolis,IN,46226,39.829132,-86.04298100000001,Midwest
Arby's,Sandwich,Indianapolis,IN,46227,39.636001,-86.123737,Midwest
Arby's,Sandwich,Wheatland,WY,82201,42.048001,-104.964156,West
Arby's,Sandwich,Sheridan,WY,82801,44.778887,-106.94199499999999,West
Arby's,Sandwich,Rock Springs,WY,82901,41.57501,-109.250518,West
Arby's,Sandwich,Indianapolis,IN,46214,39.778795,-86.292202,Midwest
Arby's,Sandwich,Indianapolis,IN,46241,39.743891999999995,-86.278602,Midwest
Arby's,Sandwich,Fort Wayne,IN,46808,41.096315999999995,-85.154096,Midwest
Arby's,Sandwich,Fort Wayne,IN,46808,41.096315999999995,-85.154096,Midwest
Arby's,Sandwich,Huntington,IN,46750,40.899935,-85.506514,Midwest
Arby's,Sandwich,Indianapolis,IN,46240,39.926617,-86.15644,Midwest
Arby's,Sandwich,Greencastle,IN,46135,39.64671,-86.837237,Midwest
Arby's,Sandwich,Fort Wayne,IN,46802,41.07529,-85.146929,Midwest
Arby's,Sandwich,Fort Wayne,IN,46802,41.07529,-85.146929,Midwest
Arby's,Sandwich,Fort Wayne,IN,46804,41.030926,-85.259507,Midwest
Arby's,Sandwich,Fort Wayne,IN,46809,41.020676,-85.16874200000001,Midwest
Arby's,Sandwich,Fort Wayne,IN,46825,41.133144,-85.13689699999999,Midwest
Arby's,Sandwich,Fishers,IN,46038,39.977657,-86.003033,Midwest
Arby's,Sandwich,Columbus,IN,47201,39.200748,-85.96218499999999,Midwest
Arby's,Sandwich,Anderson,IN,46013,40.061537,-85.652108,Midwest
Arby's,Sandwich,Auburn,IN,46706,41.366170000000004,-85.078917,Midwest
Arby's,Sandwich,Avon,IN,46123,39.763513,-86.38380500000001,Midwest
Arby's,Sandwich,Springfield,IL,62703,39.7628,-89.607772,Midwest
Arby's,Sandwich,Washington,IL,61571,40.692523,-89.48303,Midwest
Arby's,Sandwich,Urbana,IL,61801,40.117805,-88.2048,Midwest
Arby's,Sandwich,Springfield,IL,62704,39.763168,-89.707186,Midwest
Arby's,Sandwich,Springfield,IL,62704,39.799681,-89.68609000000001,Midwest
Arby's,Sandwich,Norwich,NY,13815,42.551292,-75.526063,Northeast
Arby's,Sandwich,Whitney Point,NY,13862,42.336496000000004,-75.973877,Northeast
Arby's,Sandwich,Roy,UT,84067,41.164431,-112.025566,West
Arby's,Sandwich,Roy,UT,84067,41.164431,-112.025566,West
Arby's,Sandwich,Troy,OH,45373,40.044283,-84.213194,Midwest
Arby's,Sandwich,Burlington,CO,80807,39.298221999999996,-102.278255,West
Arby's,Sandwich,Milroy,PA,17063,40.702948,-77.59180400000001,Northeast
Arby's,Sandwich,Spirit Lake,IA,51360,43.40681,-95.12611899999999,Midwest
Arby's,Sandwich,Minocqua,WI,54548,45.882641,-89.70316,Midwest
Arby's,Sandwich,Huntington Beach,CA,92647,33.729838,-117.990076,West
Arby's,Sandwich,Huntington Beach,CA,92647,33.729838,-117.990076,West
Arby's,Sandwich,Huntington Beach,CA,92647,33.729838,-117.990076,West
Arby's,Sandwich,Tustin,CA,92780,33.738049,-117.82168999999999,West
Arby's,Sandwich,Leesburg,VA,20176,39.099042,-77.527803,South
Arby's,Sandwich,Falls Church,VA,22042,38.874359000000005,-77.22624300000001,South
Arby's,Sandwich,Columbus,GA,31904,32.541940000000004,-84.949956,South
Arby's,Sandwich,Fredericksburg,VA,22405,38.332845,-77.47855200000001,South
Arby's,Sandwich,Augusta,ME,4330,44.314556,-69.800117,Northeast
Arby's,Sandwich,El Paso,TX,79936,31.72652,-106.3021,South
Arby's,Sandwich,Chantilly,VA,20151,38.887225,-77.445014,South
Arby's,Sandwich,Medina,OH,44256,41.154299,-81.862251,Midwest
Arby's,Sandwich,Akron,OH,44312,41.060732,-81.45437199999999,Midwest
Arby's,Sandwich,Akron,OH,44313,41.10862,-81.567938,Midwest
Arby's,Sandwich,Chickasha,OK,73018,35.03107,-97.93412,South
Arby's,Sandwich,Winston-Salem,NC,27103,36.070570000000004,-80.339128,South
Arby's,Sandwich,Mocksville,NC,27028,35.919872999999995,-80.58688599999999,South
Arby's,Sandwich,Lincolnton,NC,28092,35.478635,-81.218719,South
Arby's,Sandwich,Lincolnton,NC,28092,35.478635,-81.218719,South
Arby's,Sandwich,Lumberton,NC,28358,34.640502000000005,-79.00121,South
Arby's,Sandwich,Kernersville,NC,27284,36.107735,-80.097241,South
Arby's,Sandwich,Kenly,NC,27542,35.582981,-78.147855,South
Arby's,Sandwich,Lenoir,NC,28645,35.919487,-81.525067,South
Arby's,Sandwich,Jonesville,NC,28642,36.23867,-80.813148,South
Arby's,Sandwich,Greensboro,NC,27406,36.042836,-79.772959,South
Arby's,Sandwich,Hickory,NC,28602,35.70752,-81.30629300000001,South
Arby's,Sandwich,Graham,NC,27253,36.057534999999994,-79.399621,South
Arby's,Sandwich,Graham,NC,27253,36.057534999999994,-79.399621,South
Arby's,Sandwich,Okeechobee,FL,34974,27.239284,-80.829452,South
Arby's,Sandwich,Okeechobee,FL,34974,27.239284,-80.829452,South
Arby's,Sandwich,Pittsburgh,PA,15213,40.439155,-79.96071500000001,Northeast
Arby's,Sandwich,Pittsburgh,PA,15213,40.439155,-79.96071500000001,Northeast
Arby's,Sandwich,Pittsburgh,PA,15237,40.525383000000005,-80.004974,Northeast
Arby's,Sandwich,Reading,PA,19605,40.383884,-75.928116,Northeast
Arby's,Sandwich,Palmyra,PA,17078,40.320538,-76.562834,Northeast
Arby's,Sandwich,Philadelphia,PA,19154,40.089864,-74.964175,Northeast
Arby's,Sandwich,Parkesburg,PA,19365,39.982869,-75.935227,Northeast
Arby's,Sandwich,New Castle,PA,16105,41.053988000000004,-80.356756,Northeast
Arby's,Sandwich,Norristown,PA,19401,40.140353999999995,-75.311482,Northeast
Arby's,Sandwich,Mount Pleasant,PA,15666,40.128341,-79.548106,Northeast
Arby's,Sandwich,Irwin,PA,15642,40.321591999999995,-79.695752,Northeast
Arby's,Sandwich,Johnstown,PA,15904,40.276861,-78.860262,Northeast
